row,col,elevation_m,slope_deg,roughness,illumination_hours,cpr,dop,surface_power,volume_power,double_bounce_power,dominant_mechanism,is_psr,cpr_only_ice_flag,triple_evidence_ice_flag,_true_ice_patch,ice_likelihood_pct,ice_ci_low_pct,ice_ci_high_pct
0,0,12.365660495705317,5.725751022527242,0.5239086722211654,0.0,0.7565144618468629,0.6664816916938741,0.6561837535359587,0.18617619137181432,0.15764005509222698,surface,True,False,False,0.0,0.0,0.0,0.0
0,1,10.752019072511406,0.5509467249044059,0.5170091283445607,0.0,0.7454498648428866,0.7295455700934185,0.7442126412887416,0.15353261321777575,0.10225474549348255,surface,True,False,False,0.0,0.0,0.0,0.0
0,2,12.90054143496775,5.133238870853771,0.4162696596506552,0.0,0.8234265689049474,0.7373697633035897,0.7053672712391506,0.19218505484108045,0.102447673919769,surface,True,False,False,0.0,0.0,0.0,0.0
0,3,13.128677659669457,5.08892449018223,0.45047548668815596,0.0,0.774285269394558,0.7554888417391301,0.7572716903724752,0.09454261999204823,0.14818568963547657,surface,True,False,False,0.0,0.0,0.0,0.0
0,4,9.658757773615395,4.456322156317595,0.4092318603808414,0.0,0.8762277997052655,0.7334909848335602,0.7651653803923095,0.15303550830447687,0.08179911130321359,surface,True,False,False,0.0,0.0,0.0,0.0
0,5,10.437384591765218,7.914018841840236,0.3843958952417054,0.0,0.7699605814348738,0.6724380534111496,0.7275956468488646,0.20391813943383122,0.06848621371730423,surface,True,False,False,0.0,0.0,0.0,0.0
0,6,12.153408483800742,2.2253667467909626,0.42056132398121493,0.0,0.7759294314324319,0.6918849042242347,0.7287111885097092,0.1890742321430289,0.08221457934726197,surface,True,False,False,0.0,0.0,0.0,0.0
0,7,11.620508889187702,0.9079462226200078,0.5163092481714789,0.0,0.8379259036730375,0.6433162047772081,0.6680939165124723,0.20745176320732958,0.12445432028019807,surface,True,False,False,0.0,0.0,0.0,0.0
0,8,11.979838610994854,0.8129051687218776,0.49203726834619843,0.0,0.7453259606916783,0.7636170279356889,0.7296534637591519,0.12639817341578197,0.14394836282506612,surface,True,False,False,0.0,0.0,0.0,0.0
0,9,10.976347286911704,4.066700092493918,0.4014975999188989,0.0,0.8290220252646398,0.7133318083485297,0.6316547212416153,0.1866875929767544,0.1816576857816303,surface,True,False,False,0.0,0.0,0.0,0.0
0,10,13.055277569835393,4.653783667936571,0.4342591974921262,0.0,0.7766279744136421,0.8068647848746666,0.7469014235208262,0.13292895448793393,0.12016962199123982,surface,True,False,False,0.0,0.0,0.0,0.0
0,11,12.933350322514737,3.3902503450643082,0.487456158596829,0.0,0.8506686253651498,0.7213790003300704,0.733425171643959,0.17380611615496597,0.09276871220107509,surface,True,False,False,0.0,0.0,0.0,0.0
0,12,12.07923683707346,0.7833254983514195,0.4214514302406331,0.0,0.8724473219919451,0.667052377046786,0.6532553835842505,0.20243507287928314,0.14430954353646627,surface,True,False,False,0.0,0.0,0.0,0.0
0,13,13.35268944836164,3.883912826815645,0.45397931224163646,0.0,0.6705094209164485,0.8167961275763,0.83032561308172,0.1182372951763627,0.05143709174191726,surface,True,False,False,0.0,0.0,0.0,0.0
0,14,12.561011210702455,6.5050306575376995,0.47009237235324053,0.0,0.7346655338544116,0.805125974277861,0.7532611319883593,0.0757694567754202,0.17096941123622045,surface,True,False,False,0.0,0.0,0.0,0.0
0,15,10.968849044540114,1.0128879634053851,0.4695465275922065,0.0,0.8162330892207036,0.6870132526503802,0.6655285390799882,0.22390261394166902,0.11056884697834277,surface,True,False,False,0.0,0.0,0.0,0.0
0,16,12.442500940898999,7.157770528451618,0.46270727138451423,0.0,0.8431965638869177,0.7196521380905888,0.7419094246510998,0.16952508875489378,0.08856548659400643,surface,True,False,False,0.0,0.0,0.0,0.0
0,17,10.8493408790052,0.7434271686108891,0.41731514131087444,0.0,0.8173853289461696,0.7441134866030896,0.8026844378915453,0.14571681765752298,0.05159874445093167,surface,True,False,False,0.0,0.0,0.0,0.0
0,18,13.054140361568727,4.158669676880007,0.4224512706240592,0.5806783119566181,0.7134903511840857,0.7050873939191039,0.7251332922620652,0.14351971019398244,0.13134699754395232,surface,False,False,False,0.0,0.0,0.0,0.0
0,19,11.940088906816497,3.3632471867150415,0.3933175074239687,0.0,0.6900988392512861,0.7942663399007553,0.8478785007992616,0.06615232492258674,0.08596917427815165,surface,True,False,False,0.0,0.0,0.0,0.0
0,20,11.778165163745687,1.235808243245891,0.3719331703248863,0.0,0.7472097309123769,0.7196164020002497,0.7463648659807279,0.15834924809174863,0.0952858859275234,surface,True,False,False,0.0,0.0,0.0,0.0
0,21,11.18288454671527,7.827328714423211,0.4442625629154885,0.0,0.705485176505571,0.7648356708683464,0.8547823066994364,0.12877738953136117,0.016440303769202344,surface,True,False,False,0.0,0.0,0.0,0.0
0,22,13.467049606408835,2.813025494927683,0.4908129807293595,0.0,0.7639040413706761,0.7777362929799752,0.7696349697588437,0.15209899396229157,0.07826603627886472,surface,True,False,False,0.0,0.0,0.0,0.0
0,23,11.814564621517437,4.375638286759699,0.3809858802923026,0.45689198177942836,0.6958036832633804,0.7723835333845375,0.7772131460409997,0.15121171562539826,0.07157513833360213,surface,True,False,False,0.0,0.0,0.0,0.0
0,24,11.486006613404271,1.720405325165485,0.4636486622062128,0.909414477426689,0.7054227367845253,0.8564335840575545,0.8641822121637647,0.014889647386843702,0.12092814044939161,surface,False,False,False,0.0,0.0,0.0,0.0
0,25,11.577439739414125,3.21202402612937,0.48923156066916973,0.0,0.7852744822569956,0.6510125577206524,0.7437837156536733,0.1695986022901927,0.08661768205613402,surface,True,False,False,0.0,0.0,0.0,0.0
0,26,12.638771022664018,6.193144210742169,0.35816331155893266,0.914214685590591,0.7063141200597961,0.7115893111517332,0.8324412201373894,0.15755877986261052,0.01,surface,False,False,False,0.0,0.0,0.0,0.0
0,27,12.438532877236893,1.2953722017513851,0.436470944993189,0.0,0.7865514139516964,0.6520729201887736,0.7578198034597796,0.16293080023141363,0.07924939630880674,surface,True,False,False,0.0,0.0,0.0,0.0
0,28,12.495279133915187,2.7159991325110306,0.5323105100229186,0.0,0.6811289491960331,0.7834408548202061,0.8300609607974885,0.14266321089825784,0.027275828304253638,surface,True,False,False,0.0,0.0,0.0,0.0
0,29,12.51698520360946,7.678642820237731,0.47759705088786863,2.1082037748504097,0.7390773257173553,0.7283678411372436,0.8001853111894197,0.15195693486594228,0.04785775394463796,surface,False,False,False,0.0,0.0,0.0,0.0
0,30,14.569977121044554,5.1161544926789135,0.35647714254688556,1.6967191699360764,0.728363834184876,0.7235818285048178,0.6928934344302082,0.1569123366363887,0.150194228933403,surface,False,False,False,0.0,0.0,0.0,0.0
0,31,11.512301980338462,5.254705653269874,0.48291697312058046,0.0,0.6193198411851646,0.6989984853229554,0.823478663135214,0.16097052335553785,0.01555081350924814,surface,True,False,False,0.0,0.0,0.0,0.0
0,32,11.385308725114156,0.5518790689763158,0.4126131602885835,0.0,0.7620043781855329,0.7709493577742288,0.7162343702543049,0.16902344806484207,0.11474218168085301,surface,True,False,False,0.0,0.0,0.0,0.0
0,33,11.023472726102547,4.448941715335385,0.4845653465046379,0.014498424824611028,0.7493376542950488,0.7302407577542193,0.7640505039026813,0.161310509030121,0.0746389870671977,surface,True,False,False,0.0,0.0,0.0,0.0
0,34,12.739175307090594,4.162035241303681,0.41549591166996125,0.3270263382880636,0.750786739556477,0.6745922263768245,0.7110126089647757,0.22398915311595824,0.06499823791926604,surface,True,False,False,0.0,0.0,0.0,0.0
0,35,13.35476675126507,6.02338305748774,0.44734837777940173,1.211784913410621,0.6913533605795126,0.7614505071610083,0.8280067909764768,0.12095940084714059,0.051033808176382645,surface,False,False,False,0.0,0.0,0.0,0.0
0,36,11.86326305081415,4.484281073416001,0.42312286157185247,1.7992585860410621,0.7472005306111511,0.7539888787271003,0.7490220185960419,0.1350018157960924,0.1159761656078657,surface,False,False,False,0.0,0.0,0.0,0.0
0,37,10.991812227644967,4.294711954108572,0.45015788613692526,0.014947727542442668,0.8654455788679395,0.6784832154665652,0.6606914941641336,0.21771825723011393,0.12159024860575242,surface,True,False,False,0.0,0.0,0.0,0.0
0,38,11.010622541170513,9.442668325241122,0.4216359913044494,1.1119920388300872,0.7478377863312234,0.7898025253694678,0.8424415947169073,0.14381589613338827,0.013742509149704402,surface,False,False,False,0.0,0.0,0.0,0.0
0,39,12.78071134538964,5.489569249138159,0.4388230879222761,0.6456964736091638,0.9439887871098209,0.7568043859050849,0.6552082789352479,0.18726551433797434,0.15752620672677775,surface,False,False,False,0.0,0.0,0.0,0.0
0,40,12.89190500544413,6.662505094545866,0.3912197495844661,0.0,0.7688211262951526,0.734352789749269,0.8038930120686625,0.15542019487050135,0.04068679306083616,surface,True,False,False,0.0,0.0,0.0,0.0
0,41,12.651785121966235,2.89110858041454,0.4745329797706995,0.0,0.7334003982477653,0.7103882336227508,0.7396820185409594,0.14088752654441267,0.11943045491462785,surface,True,False,False,0.0,0.0,0.0,0.0
0,42,11.201388351253566,4.326904410839909,0.4587642604321962,1.008479862238735,0.8183380511291586,0.7181543365857814,0.7695984305703175,0.18944992893048485,0.04095164049919769,surface,False,False,False,0.0,0.0,0.0,0.0
0,43,12.278593587680064,4.0032045437248955,0.3691733912947924,0.5827252641660501,0.857921291122551,0.69530354184221,0.7522162063341296,0.17073690229576183,0.07704689137010853,surface,False,False,False,0.0,0.0,0.0,0.0
0,44,12.140022970968873,2.5015916331112193,0.4996458330100963,0.3496887332166328,0.6149289422069965,0.8377678196972649,0.8753004793205486,0.08863960649940632,0.03605991418004516,surface,True,False,False,0.0,0.0,0.0,0.0
0,45,12.262426316074816,3.102854234625662,0.44118560201727514,0.0,0.7172184576029368,0.7922961041092701,0.7694973041798079,0.1569397267381199,0.07356296908207233,surface,True,False,False,0.0,0.0,0.0,0.0
0,46,13.045714533537828,3.655800206959802,0.4580881198117954,1.8696379068099713,0.6586326048042913,0.7933454747364771,0.7998512011051659,0.11019753302504952,0.08995126586978451,surface,False,False,False,0.0,0.0,0.0,0.0
0,47,12.268314658529619,4.846765801856075,0.48822808360145925,0.030895680750080284,0.7703530131956402,0.650125747994386,0.7566198273250219,0.2008461040501217,0.04253406862485646,surface,True,False,False,0.0,0.0,0.0,0.0
0,48,12.814696275686273,4.078136998836733,0.46641211211799916,0.0,0.8860380862958375,0.6634433306861282,0.6641343315058006,0.22014360166056485,0.11572206683363445,surface,True,False,False,0.0,0.0,0.0,0.0
0,49,12.081094883386669,4.941602754933335,0.5082601579230449,0.0,0.9510915077998356,0.6704574932941808,0.6527695076468194,0.2249588879996384,0.12227160435354223,surface,True,False,False,0.0,0.0,0.0,0.0
0,50,12.34694327842798,3.325903904264476,0.4353352238897294,0.4312611492285795,0.9282602353816795,0.6903474854311945,0.600397982285196,0.16430054101992086,0.23530147669488308,surface,True,False,False,0.0,0.0,0.0,0.0
0,51,12.757545871006249,7.79999472721973,0.501721469311352,0.4102623346636616,0.8091499665137674,0.7364335455821677,0.7220279151231482,0.13153729406582304,0.14643479081102873,surface,True,False,False,0.0,0.0,0.0,0.0
0,52,10.2514130161732,7.013990297202586,0.456146230890366,0.0,0.8346789165541992,0.7343636347295728,0.678308648263729,0.16287033383301794,0.1588210179032531,surface,True,False,False,0.0,0.0,0.0,0.0
0,53,11.616394540371239,2.0600937660241723,0.47538167122533453,0.05072882340505791,0.7007349812026844,0.783994864099357,0.8760397528086603,0.11241101853277019,0.011549228658569416,surface,True,False,False,0.0,0.0,0.0,0.0
